age,age_onset,filename,native_language,sex,speakerid,country
24,0,english444,english,male,1531,usa
60,0,english445,english,male,1532,usa
23,0,english446,english,female,1533,usa
21,0,english447,english,male,1534,usa
20,0,english448,english,male,1536,uk
27,0,english449,english,male,1538,usa
52,0,english45,english,male,105,usa
26,0,english450,english,male,1544,uk
44,0,english451,english,male,1546,usa
24,0,english452,english,male,1547,australia
21,0,english453,english,female,1548,usa
19,0,english454,english,female,1550,usa
29,0,english455,english,female,1552,usa
37,0,english456,english,female,1554,uk
43,0,english457,english,male,1555,usa
22,0,english458,english,female,1559,usa
19,0,english459,english,male,1560,usa
73,0,english46,english,male,106,usa
19,0,english460,english,female,1561,uk
44,0,english461,english,female,1563,usa
20,0,english462,english,male,1564,usa
53,0,english463,english,female,1571,usa
27,0,english464,english,male,1618,canada
20,0,english465,english,male,1635,uk
18,0,english466,english,male,1637,usa
23,1,english467,english,male,1639,italy
30,0,english468,english,male,1640,usa
22,0,english469,english,male,1641,usa
76,0,english47,english,female,107,usa
21,0,english470,english,male,1642,uk
26,0,english471,english,female,1648,canada
26,0,english472,english,male,1649,spain
20,0,english473,english,male,1650,uk
33,0,english474,english,female,1656,usa
29,0,english475,english,female,1657,usa
64,0,english476,english,female,1658,usa
31,0,english477,english,female,1659,usa
19,0,english478,english,male,1661,canada
64,0,english479,english,female,1664,usa
26,0,english48,english,male,108,papua new guinea
58,0,english480,english,male,1665,usa
88,0,english481,english,female,1666,usa
74,0,english482,english,female,1667,usa
19,0,english483,english,male,1668,usa
24,0,english484,english,male,1672,ireland
20,0,english485,english,male,1674,usa
53,0,english486,english,female,1683,guyana
22,0,english487,english,female,1688,uk
35,0,english488,english,female,1692,uk
46,0,english489,english,female,1694,jamaica
43,0,english49,english,male,109,usa
18,0,english490,english,male,1709,new zealand
79,0,english491,english,female,1713,jamaica
22,0,english492,english,female,1716,usa
20,0,english493,english,male,1718,usa
27.5,0,english494,english,male,1719,usa
21,0,english495,english,male,1720,usa
20,0,english496,english,male,1724,uk
22,0,english497,english,male,1726,usa
27,0,english498,english,male,1727,canada
21,0,english499,english,female,1728,usa
62,0,english5,english,male,110,usa
29,0,english50,english,female,111,usa
38,0,english500,english,male,1733,australia
64,0,english501,english,female,1734,usa
30,0,english502,english,female,1735,usa
29,0,english503,english,female,1739,nigeria
25,0,english504,english,male,1786,usa
50,0,english505,english,female,1798,lebanon
30,0,english506,english,female,1799,usa
21,0,english507,english,male,1800,ghana
20,0,english508,english,female,1801,usa
44,0,english509,english,female,1802,usa
67,0,english51,english,male,112,usa
66,0,english510,english,female,1803,usa
31,0,english511,english,female,1818,usa
54,0,english512,english,female,1819,usa
52,0,english513,english,female,1856,panama
57,0,english514,english,male,1872,usa
55,0,english515,english,female,1873,usa
32,0,english516,english,female,1875,usa
33,0,english517,english,male,1876,usa
24,0,english518,english,male,1878,ireland
18,1,english519,english,female,1882,pakistan
20,0,english52,english,male,113,canada
47,0,english520,english,female,1884,usa
25,0,english521,english,female,1886,usa
22,0,english522,english,female,1887,usa
18,0,english523,english,female,1888,usa
19,0,english524,english,male,1890,usa
18,0,english525,english,female,1893,usa
20,0,english526,english,male,1895,usa
25,0,english527,english,female,1907,usa
52,0,english528,english,female,1908,usa
29,0,english529,english,female,1925,usa
63,0,english53,english,male,114,usa
50,0,english530,english,female,1926,usa
29,0,english531,english,female,1928,usa
23,0,english532,english,female,1933,usa
38,0,english533,english,female,1934,usa
29,0,english534,english,female,1951,usa
22,0,english535,english,female,1955,usa
21,0,english536,english,female,1956,usa
21,0,english537,english,female,1957,usa
20,0,english538,english,female,1958,usa
19,0,english539,english,female,1959,usa
40,0,english54,english,female,115,usa
18,0,english540,english,female,1960,usa
27,0,english541,english,female,1961,usa
60,0,english542,english,male,1962,canada
39,0,english543,english,female,1969,canada
31,0,english544,english,male,1970,usa
56,0,english545,english,male,1995,usa
43,0,english546,english,female,1996,usa
63,0,english547,english,male,1997,usa
61,0,english548,english,male,2003,ireland
19,0,english549,english,female,2012,uk
53,0,english55,english,female,116,usa
82,0,english550,english,male,2028,usa
81,0,english551,english,female,2029,usa
23,0,english552,english,female,2043,usa
21,0,english553,english,male,2046,usa
22,0,english554,english,female,2047,usa
90,0,english555,english,male,2049,usa
84,0,english556,english,female,2050,usa
25,2,english557,english,female,2053,united arab emirates
23,0,english558,english,male,2055,usa
19,0,english559,english,female,2056,usa
20,0,english56,english,male,117,uk
22,0,english560,english,female,2059,usa
20,0,english561,english,female,2060,usa
30,0,english562,english,female,2061,usa
32,0,english563,english,male,2074,usa
52,0,english564,english,male,2077,usa
27,0,english565,english,female,2080,usa
22,0,english566,english,male,2081,uk
24,0,english567,english,male,2101,usa
86,0,english568,english,female,2103,usa
24,0,english569,english,male,2104,australia
34,0,english57,english,male,118,uk
42,0,english570,english,female,2106,usa
39,0,english571,english,male,2113,usa
51,0,english572,english,male,2121,usa
46,0,english573,english,male,2124,usa
26,0,english574,english,female,2162,canada
24,0,english575,english,male,2165,usa
63,0,english576,english,female,2167,usa
38,0,english577,english,female,2170,usa
60,0,english578,english,male,2171,uk
22,0,english579,english,male,2172,australia
46,0,english58,english,female,119,uk
30,0,english59,english,male,120,usa
45,0,english6,english,female,121,usa
18,0,english60,english,male,122,usa
19,0,english61,english,male,123,canada
30,0,english62,english,male,124,usa
21,0,english63,english,male,125,usa
25,0,english64,english,female,126,canada
47,0,english65,english,male,127,usa
19,0,english66,english,male,128,usa
37,0,english67,english,male,129,usa
52,0,english68,english,male,130,usa
23,0,english69,english,male,131,australia
52,0,english7,english,male,132,usa
21,0,english70,english,male,133,usa
20,0,english71,english,male,134,usa
31,0,english72,english,male,135,ireland
24,0,english73,english,male,136,australia
21,0,english74,english,male,137,usa
32,0,english75,english,male,138,usa
18,0,english76,english,female,139,usa
26,0,english77,english,male,140,australia
20,0,english78,english,female,141,usa
73,0,english79,english,male,142,usa
21,0,english8,english,female,143,australia
34,0,english80,english,male,144,uk
30,0,english81,english,male,145,usa
50,0,english82,english,female,146,usa
42,0,english83,english,female,147,usa
45,0,english84,english,male,148,australia
31,0,english85,english,male,149,uk
50,0,english86,english,male,150,usa
18,0,english87,english,female,151,australia
18,0,english88,english,male,152,usa
18,0,english89,english,male,153,usa
48,0,english9,english,female,154,usa
53,0,english90,english,male,155,usa
23,0,english91,english,male,156,jamaica
22,0,english92,english,female,157,usa
22,0,english93,english,female,158,usa
55,0,english94,english,female,159,usa
18,0,english95,english,male,160,usa
31,0,english96,english,male,161,usa
42,0,english97,english,male,162,usa
22,0,english98,english,male,163,usa
52,0,english99,english,female,164,usa
26,7,estonian1,estonian,male,591,estonia
27,12,estonian2,estonian,male,1313,estonia
22,9,estonian3,estonian,male,1776,estonia
28,9,estonian4,estonian,female,1867,estonia
25,9,ewe1,ewe,male,165,ghana
37,5,ewe2,ewe,female,975,ghana
20,11,fang1,fang,female,166,equatorial guinea
32,6,fanti1,fanti,male,167,ghana
24,7,fanti2,fanti,female,1511,ghana
46,5,fanti3,fanti,female,1863,ghana
28,11,faroese1,faroese,male,1244,faroe islands
22,13,farsi1,farsi,male,168,iran
45,10,farsi10,farsi,female,453,iran
32,4,farsi11,farsi,female,1015,afghanistan
42,11,farsi12,farsi,male,1112,iran
37,12,farsi13,farsi,male,1378,iran
52,6,farsi14,farsi,female,1572,usa
20,4,farsi15,farsi,male,1598,iran
54,38,farsi16,farsi,female,1623,iran
27,16,farsi17,farsi,female,1858,iran
19,5,farsi18,farsi,female,1913,iran
63,27,farsi19,farsi,female,1936,iran
34,18,farsi2,farsi,female,169,iran
48,19,farsi20,farsi,female,1993,afghanistan
20,5,farsi21,farsi,male,2025,afghanistan
20,5,farsi22,farsi,female,2037,iran
24,5,farsi23,farsi,female,2063,iran
28,14,farsi3,farsi,female,170,iran
21,15,farsi4,farsi,female,171,iran
43,14,farsi5,farsi,male,172,iran
27,9,farsi6,farsi,male,173,iran
29,11,farsi7,farsi,male,174,iran
29,11,farsi8,farsi,female,175,iran
39,12,farsi9,farsi,male,176,iran
39,13,fataluku1,fataluku,male,1000,timor-leste
35,5,fijian1,fijian,male,655,fiji
39,6,fijian2,fijian,female,656,fiji
48,6,fijian3,fijian,female,657,fiji
23,4,filipino1,filipino,male,1068,philippines
21,3,filipino2,filipino,female,1500,philippines
22,9,finnish1,finnish,female,177,finland
20,7,finnish2,finnish,male,178,finland
20,7,finnish3,finnish,female,699,finland
30,9,finnish4,finnish,female,700,finland
30,5,finnish5,finnish,male,873,canada
19,9,finnish6,finnish,female,1221,finland
46,9,finnish7,finnish,female,1939,finland
18,9,finnish8,finnish,female,2145,finland
20,12,french1,french,female,179,france
31,10,french10,french,male,500,france
31,11,french11,french,male,514,france
19,9,french12,french,female,524,canada
19,12,french13,french,male,628,france
23,14,french14,french,female,629,france
32,12,french15,french,male,633,france
19,7,french16,french,female,658,canada
39,14,french17,french,male,683,switzerland
22,6,french18,french,male,741,usa
39,12,french19,french,male,755,france
19,14,french2,french,male,180,tunisia
23,12,french20,french,male,804,canada
20,9,french21,french,male,811,france
78,16,french22,french,female,822,belgium
76,16,french23,french,female,823,belgium
47,13,french24,french,male,832,algeria
20,12,french25,french,male,860,france
27,11,french26,french,female,917,canada
38,12,french27,french,female,932,algeria
35,11,french28,french,female,957,haiti
54,10,french29,french,female,1021,france
22,11,french3,french,female,181,france
37,12,french30,french,male,1023,democratic republic of congo
28,15,french31,french,male,1062,france
60,16,french32,french,male,1080,democratic republic of congo
62,10,french33,french,male,1127,canada
56,16,french34,french,male,1160,ivory coast
27,10,french35,french,male,1189,france
32,10,french36,french,female,1304,france
42,14,french37,french,male,1306,france
22,8,french38,french,male,1424,canada
28,13,french39,french,male,1427,france
31,14,french4,french,female,182,ivory coast
44,13.5,french40,french,female,1429,france
24,12,french41,french,male,1474,andorra
22,20,french42,french,female,1509,democratic republic of congo
22,11,french43,french,male,1535,france
20,12,french44,french,female,1545,switzerland
22,8,french45,french,male,1567,canada
22,10,french46,french,male,1643,france
66,12,french47,french,female,1662,france
19,3,french48,french,female,1701,cameroon
39,12,french49,french,male,1729,france
36,11,french5,french,female,183,cameroon
67,14,french50,french,female,1751,france
18,5,french51,french,male,1765,belgium
56,11,french52,french,female,1813,portugal
19,10,french53,french,female,1830,france
25,8,french54,french,female,1846,france
62,12,french55,french,female,1889,morocco
21,5,french56,french,female,1898,cameroon
23,12,french57,french,male,1931,senegal
25,18,french58,french,female,1937,cameroon
20,5,french59,french,female,1938,france
26,13,french6,french,female,184,gabon
20,11,french60,french,female,1945,france
41,10,french61,french,female,1998,pakistan
21,20,french62,french,female,2030,france
37,11,french63,french,male,2111,burkina faso
18,5,french7,french,male,185,canada
66,16,french8,french,male,186,belgium
21,11,french9,french,male,412,martinique
62,13,frisian1,frisian,male,187,netherlands
47,5,ga1,ga,male,579,ghana
38,4,ga2,ga,female,974,ghana
60,5,ga3,ga,female,976,ghana
60,6,ga4,ga,male,1150,ghana
36,5,ga5,ga,male,1796,ghana
20,8,ga6,ga,female,2122,ghana
72,40,gan1,gan,male,1632,china
52,15,ganda1,ganda,female,580,uganda
34,5,ganda2,ganda,male,1369,uganda
69,5,garifuna1,garifuna,female,1756,belize
51,23,garifuna2,garifuna,male,1757,honduras
51,9,gedeo1,gedeo,male,1090,ethiopia
30,28,georgian1,georgian,female,188,republic of georgia
41,36,georgian2,georgian,female,463,republic of georgia
29,6,georgian3,georgian,male,713,republic of georgia
28,12,georgian4,georgian,male,721,republic of georgia
24,21,georgian5,georgian,male,1059,republic of georgia
48,12,german1,german,female,189,germany
24,10,german10,german,male,635,germany
20,11,german11,german,female,640,germany
29,14,german12,german,female,651,austria
54,13,german13,german,female,652,liechtenstein
30,10,german14,german,female,675,austria
35,11,german15,german,male,676,austria
31,11,german16,german,female,881,germany
53,10,german17,german,female,882,germany
29,6,german18,german,male,893,austria
19,11,german19,german,female,928,germany
29,12,german2,german,female,190,germany
41,16,german20,german,male,936,switzerland
20,10,german21,german,female,1064,austria
21,12,german22,german,female,1092,germany
24,11,german23,german,male,1255,germany
27,10,german24,german,male,1383,germany
21,11,german25,german,female,1443,germany
77,24,german26,german,female,1452,germany
23,10,german27,german,male,1494,germany
19,10,german28,german,female,1525,austria
53,12,german29,german,female,1619,germany
19,12,german3,german,female,191,germany
32,8,german30,german,female,1681,austria
21,10,german31,german,female,1685,germany
29,12,german32,german,female,1707,germany
39,10,german33,german,male,1877,germany
28,11,german34,german,male,1879,germany
51,11,german35,german,female,1972,germany
18,14,german36,german,female,1994,germany
19,11,german4,german,female,192,germany
47,12,german5,german,male,193,germany
28,8,german6,german,male,194,austria
20,11,german7,german,male,501,germany
25,10,german8,german,male,545,germany
22,8,german9,german,male,616,germany
19,9,greek1,greek,male,195,greece
58,14,greek10,greek,male,1620,cyprus
21,3,greek11,greek,female,1634,greece
24,4,greek12,greek,male,1712,usa
23,6,greek13,greek,female,1804,albania
22,3,greek14,greek,female,1816,usa
81,8,greek15,greek,female,1839,israel
26,9,greek2,greek,female,196,greece
37,15,greek3,greek,female,197,greece
37,7,greek4,greek,male,570,greece
51,25,greek5,greek,male,621,cyprus
62,12,greek6,greek,female,813,greece
18,4,greek7,greek,male,1102,greece
37,3,greek8,greek,male,1415,greece
23,6,greek9,greek,female,1418,greece
20,15,gujarati1,gujarati,male,198,india
22,8,gujarati2,gujarati,male,199,india
28,2,gujarati3,gujarati,female,200,ireland
53,16,gujarati4,gujarati,female,610,india
28,3,gujarati5,gujarati,female,1016,india
29,5,gujarati6,gujarati,male,1143,india
40,4,gujarati7,gujarati,female,1504,india
27,7,gujarati8,gujarati,female,1678,india
19,9,gujarati9,gujarati,male,2041,india
44,12,gusii1,gusii,male,201,kenya
41,6,gusii2,gusii,male,1153,kenya
51,12,hadiyya1,hadiyya,male,1022,ethiopia
30,11,hadiyya2,hadiyya,male,1032,ethiopia
45,7,hainanese1,hainanese,male,914,singapore
72,13,hakka1,hakka,female,1655,taiwan
49,7,hausa1,hausa,male,1034,nigeria
46,10,hausa2,hausa,male,1035,nigeria
47,6,hausa3,hausa,female,1036,nigeria
62,10,hausa4,hausa,male,1039,nigeria
43,12,hausa5,hausa,female,1047,niger
48,6,hausa6,hausa,male,1048,nigeria
52,7,hausa7,hausa,male,1050,nigeria
30,7,hausa8,hausa,male,1136,nigeria
43,5,hausa9,hausa,male,1408,nigeria
23,10,hebrew1,hebrew,male,202,israel
24,10,hebrew2,hebrew,male,203,israel
33,8,hebrew3,hebrew,male,204,israel
20,9,hebrew4,hebrew,female,205,israel
23,10,hebrew5,hebrew,male,206,israel
33,9,hebrew6,hebrew,female,411,israel
52,12,hebrew7,hebrew,male,941,israel
28,7,hebrew8,hebrew,male,1074,israel
23,4,hebrew9,hebrew,male,1725,israel
27,2,hindi1,hindi,male,207,india
19,10.5,hindi10,hindi,female,1202,india
20,4,hindi11,hindi,male,1437,india
25,4,hindi12,hindi,female,1440,india
43,13,hindi13,hindi,female,1633,india
53,12,hindi14,hindi,male,1697,india
23,1,hindi15,hindi,female,1794,india
25,5,hindi16,hindi,male,1966,india
47,3,hindi17,hindi,female,1988,india
21,5,hindi18,hindi,female,2125,india
31,3,hindi2,hindi,male,587,india
42,5,hindi3,hindi,male,593,india
28,14,hindi4,hindi,female,765,india
64,10,hindi5,hindi,female,845,india
27,4,hindi6,hindi,female,866,india
60,5,hindi7,hindi,female,867,india
19,8,hindi8,hindi,male,910,india
31,4,hindi9,hindi,male,1017,india
62,6,hindko1,hindko,male,582,pakistan
35,7,hmong1,hmong,male,2044,laos
47,11.5,hmong2,hmong,male,2045,laos
22.5,20,hungarian1,hungarian,female,209,hungary
22,8,hungarian2,hungarian,female,210,romania
34,8,hungarian3,hungarian,male,211,romania
26,5,hungarian4,hungarian,male,594,hungary
29,27,hungarian5,hungarian,female,846,hungary
38,14,hungarian6,hungarian,female,880,hungary
57,17,hungarian7,hungarian,female,1139,hungary
86,86,hungarian8,hungarian,female,1298,hungary
73,15,hungarian9,hungarian,male,2018,hungary
52,3,ibibio1,ibibio,male,1184,nigeria
45,4,ibibio2,ibibio,female,1185,nigeria
36,6,ibibio3,ibibio,male,1691,nigeria
21,11,icelandic1,icelandic,male,422,iceland
43,12,icelandic2,icelandic,female,665,iceland
36,20,icelandic3,icelandic,female,814,iceland
30,12,ife1,ife,male,1821,togo
23,12,igbo1,igbo,female,212,nigeria
65,14,igbo2,igbo,male,760,nigeria
35,5,igbo3,igbo,male,1040,nigeria
53,7,ilonggo1,ilonggo,female,1902,philippines
31,13,indonesian1,indonesian,male,213,indonesia
18,13,indonesian2,indonesian,male,214,indonesia
32,13,indonesian3,indonesian,female,215,indonesia
30,10,indonesian4,indonesian,female,216,indonesia
29,7,indonesian5,indonesian,male,1054,indonesia
20,8,indonesian6,indonesian,male,1309,indonesia
45,12,indonesian7,indonesian,female,1496,indonesia
32,14,indonesian8,indonesian,male,1775,indonesia
28,3,irish1,irish,male,1762,ireland
29,22,italian1,italian,female,217,italy
48,12,italian10,italian,male,627,italy
30,18,italian11,italian,male,641,italy
38,14,italian12,italian,female,681,switzerland
20,8,italian13,italian,male,733,italy
20,8,italian14,italian,male,761,italy
48,15,italian15,italian,male,839,italy
40,14,italian16,italian,male,942,italy
28,14,italian17,italian,male,995,italy
20,8,italian18,italian,male,1043,italy
19,11,italian19,italian,male,1114,italy
46,18,italian2,italian,male,218,italy
32,15,italian20,italian,male,1123,italy
42,20,italian21,italian,male,1124,italy
23,6,italian22,italian,male,1175,italy
34,14,italian23,italian,female,1177,italy
23,6,italian24,italian,female,1406,italy
40,3.5,italian25,italian,male,1322,germany
49,11,italian26,italian,male,1489,italy
33,10,italian27,italian,female,1543,italy
25,6,italian28,italian,male,1679,italy
21,8,italian29,italian,female,1686,italy
55,21,italian3,italian,male,219,italy
23,11,italian30,italian,male,1741,italy
59,23,italian31,italian,female,1976,italy
49,14,italian32,italian,male,1984,italy
78,50,italian33,italian,female,2020,italy
47,11,italian4,italian,female,220,italy
52,25,italian5,italian,male,440,italy
32,15,italian6,italian,female,473,italy
24,8,italian7,italian,male,553,italy
43,10,italian8,italian,male,589,italy
18,8,italian9,italian,male,619,italy
25,12,japanese1,japanese,female,221,japan
26,12,japanese10,japanese,female,827,japan
29,13,japanese11,japanese,female,1046,japan
36,12,japanese12,japanese,male,1365,japan
28,11,japanese13,japanese,male,1381,japan
37,12,japanese14,japanese,female,1382,japan
45,12,japanese15,japanese,male,1521,japan
25,3,japanese16,japanese,female,1537,philippines
44,13,japanese17,japanese,female,1610,japan
52,13,japanese18,japanese,female,1626,japan
57,13,japanese19,japanese,female,1684,japan
27,12,japanese2,japanese,female,222,japan
21,14,japanese20,japanese,male,1833,japan
53,13,japanese21,japanese,female,1847,japan
69,12,japanese22,japanese,female,1881,japan
24,5,japanese23,japanese,male,1942,japan
40,13,japanese24,japanese,female,1948,japan
52,13,japanese25,japanese,female,1987,japan
44,13,japanese26,japanese,female,1991,japan
21,13,japanese27,japanese,female,2123,japan
49,12,japanese3,japanese,female,223,japan
20,15,japanese4,japanese,male,224,japan
25,12,japanese5,japanese,female,225,japan
30,10,japanese6,japanese,female,226,japan
18,12,japanese7,japanese,male,227,japan
25,12,japanese8,japanese,male,486,japan
24,13,japanese9,japanese,male,543,japan
34,16,jola1,jola,male,784,senegal
26,12,kabyle1,kabyle,female,1190,algeria
30,9,kalanga1,kalanga,male,1182,botswana
36,9,kambaata1,kambaata,male,978,ethiopia
51,7,kambaata2,kambaata,male,1002,ethiopia
54,8,kambaata3,kambaata,male,1033,ethiopia
26,5,kannada1,kannada,female,228,india
48,6,kanuri1,kanuri,female,1049,nigeria
18,9,kazakh1,kazakh,male,229,kazakhstan
22,6,kazakh2,kazakh,male,1234,kazakhstan
49,30,kazakh3,kazakh,female,1763,kazakhstan
21,16,khmer1,khmer,female,230,cambodia
19,16,khmer2,khmer,male,231,cambodia
46,25,khmer3,khmer,male,232,cambodia
31,16,khmer4,khmer,male,1087,cambodia
47,25,khmer5,khmer,male,1609,cambodia
20,4,khmer6,khmer,female,1669,australia
56,25,khmer7,khmer,male,1911,cambodia
19,16,kikongo1,kikongo,male,464,usa
56,28,kikongo2,kikongo,male,1031,angola
48,5,kikuyu1,kikuyu,male,466,kenya
50,7,kikuyu2,kikuyu,male,1155,kenya
45,5,kikuyu3,kikuyu,female,1156,kenya
23,4,kikuyu4,kikuyu,female,1790,kenya
32,28,kirghiz1,kirghiz,female,233,kyrgyzstan
22,6,kiswahili1,kiswahili,male,234,tanzania
28,16,kiswahili2,kiswahili,male,235,tanzania
29,6,kiswahili3,kiswahili,male,236,kenya
36,34,kiswahili4,kiswahili,male,237,democratic republic of congo
56,4,kiswahili5,kiswahili,female,877,tanzania
32,8,kiswahili6,kiswahili,female,887,tanzania
52,5,kiswahili7,kiswahili,female,934,tanzania
42,3,kiswahili8,kiswahili,female,1041,kenya
50,13,kiswahili9,kiswahili,male,1146,tanzania
38,6,konkani1,konkani,female,438,india
29,13,korean1,korean,male,238,south korea
34,13,korean10,korean,male,483,south korea
26,14,korean11,korean,male,559,south korea
31,31,korean12,korean,male,608,south korea
50,12,korean13,korean,female,759,south korea
22,8,korean14,korean,female,892,malaysia
42,40,korean15,korean,male,1005,south korea
30,13,korean16,korean,female,1006,south korea
21,8,korean17,korean,male,1007,south korea
25,7,korean18,korean,male,1117,south korea
21,14,korean19,korean,female,1118,south korea
23,14,korean2,korean,female,239,south korea
58,13,korean20,korean,female,1126,south korea
21,12,korean21,korean,male,1142,south korea
19,8,korean22,korean,female,1145,south korea
49,12,korean23,korean,female,1196,south korea
42,13,korean24,korean,male,1370,south korea
34,12,korean25,korean,female,1386,south korea
23,21,korean26,korean,male,1507,south korea
51,14,korean27,korean,male,1624,south korea
62,13,korean28,korean,female,1663,south korea
19,8,korean29,korean,female,1687,south korea
19,17,korean3,korean,female,240,south korea
49,14,korean30,korean,female,1690,south korea
18,7,korean31,korean,female,1696,south korea
35,28,korean32,korean,female,1715,south korea
30,13,korean33,korean,female,1722,south korea
20,11,korean34,korean,female,1814,south korea
48,12,korean35,korean,male,1815,south korea
51,12,korean36,korean,female,1838,south korea
27,14,korean37,korean,female,1843,south korea
25,10,korean38,korean,male,1848,south korea
55,14,korean39,korean,male,1862,south korea
29,15,korean4,korean,female,241,south korea
21,17,korean40,korean,female,1943,south korea
50,12,korean41,korean,female,1946,south korea
26,3,korean42,korean,male,1950,usa
20,13,korean43,korean,male,1952,south korea
49,14,korean44,korean,male,1971,south korea
28,13,korean45,korean,male,1982,south korea
21,21,korean46,korean,female,2015,south korea
23,10,korean47,korean,male,2058,south korea
32,27,korean48,korean,male,2075,south korea
22,7,korean49,korean,female,2098,south korea
50,12,korean5,korean,female,242,south korea
57,13,korean50,korean,female,2133,south korea
25,16,korean51,korean,male,2134,south korea
40,12,korean52,korean,male,2158,south korea
21,12,korean6,korean,female,243,south korea
32,10,korean7,korean,male,244,south korea
39,13,korean8,korean,female,452,south korea
34,12,korean9,korean,male,474,south korea
46,5,krio1,krio,female,245,sierra leone
26,5,krio2,krio,male,431,sierra leone
21,5,krio3,krio,female,1095,sierra leone
48,7,krio4,krio,female,1106,sierra leone
36,6,krio5,krio,male,1140,sierra leone
26,3,krio6,krio,female,2031,sierra leone
52,4,kru1,kru,female,1760,liberia
24,15,kurdish1,kurdish,male,246,iraq
37,30,kurdish10,kurdish,male,1767,iraq
50,10,kurdish2,kurdish,male,669,iraq
33,12,kurdish3,kurdish,female,809,iraq
30,9,kurdish4,kurdish,male,1098,iraq
32,11,kurdish5,kurdish,male,1180,iraq
57,11,kurdish6,kurdish,female,1197,iraq
29,13,kurdish7,kurdish,male,1318,iran
55,39,kurdish8,kurdish,female,1731,iraq
57,40,kurdish9,kurdish,male,1766,iraq
30,13,lamaholot1,lamaholot,male,247,indonesia
38,14,lamotrekese1,lamotrekese,male,432,federated states of micronesia
19,12,lao1,lao,female,248,laos
25,21,lao2,lao,female,249,
52,20,lao3,lao,male,2007,laos
24,13,latvian1,latvian,female,250,latvia
70,11,latvian2,latvian,female,964,latvia
19,5,latvian3,latvian,female,1845,latvia
37,30,lingala1,lingala,male,1158,democratic republic of congo
27,24,lithuanian1,lithuanian,female,251,lithuania
34,32,lithuanian2,lithuanian,female,459,lithuania
22,8,lithuanian3,lithuanian,female,596,lithuania
23,12,lithuanian4,lithuanian,female,816,lithuania
24,9,lithuanian5,lithuanian,female,1267,lithuania
21,10,lithuanian6,lithuanian,female,1465,lithuania
42,12,luo1,luo,male,252,kenya
33,5,luo2,luo,female,484,kenya
54,12,luxembourgeois1,luxembourgeois,female,1296,luxembourg
19,11,macedonian1,macedonian,male,253,macedonia
20,10,macedonian10,macedonian,female,1590,macedonia
20,8,macedonian11,macedonian,female,1591,macedonia
20,10,macedonian12,macedonian,female,1592,macedonia
20,8,macedonian13,macedonian,female,1593,macedonia
20,9,macedonian14,macedonian,female,1594,macedonia
20,10,macedonian15,macedonian,female,1595,macedonia
20,5,macedonian16,macedonian,female,1596,macedonia
24,6,macedonian17,macedonian,male,1597,macedonia
20,5,macedonian18,macedonian,female,1601,macedonia
22,10,macedonian19,macedonian,male,1602,macedonia
24,15,macedonian2,macedonian,male,888,macedonia
19,10,macedonian20,macedonian,female,1603,macedonia
19,12,macedonian21,macedonian,female,1604,macedonia
21,8,macedonian22,macedonian,female,1605,macedonia
20,11,macedonian23,macedonian,female,1606,macedonia
20,7,macedonian24,macedonian,female,1607,macedonia
20,9,macedonian25,macedonian,female,1608,macedonia
29,11,macedonian26,macedonian,male,2014,macedonia
24,11,macedonian3,macedonian,male,948,macedonia
21,11,macedonian4,macedonian,male,949,macedonia
19,11,macedonian5,macedonian,female,1585,macedonia
19,9,macedonian6,macedonian,male,1586,macedonia
19,10,macedonian7,macedonian,female,1587,macedonia
20,8,macedonian8,macedonian,male,1588,macedonia
19,10,macedonian9,macedonian,female,1589,macedonia
44,20,malagasy1,malagasy,male,1354,madagascar
28,3,malay1,malay,female,254,malaysia
22,5,malay2,malay,male,1194,malaysia
43,6,malay3,malay,female,1497,malaysia
21,8,malay4,malay,female,1503,malaysia
19,3,malay5,malay,male,1670,malaysia
24,5,malayalam1,malayalam,male,255,india
29,5,malayalam2,malayalam,female,592,india
19,3.5,malayalam3,malayalam,female,1780,india
18,3,malayalam4,malayalam,female,1857,united arab emirates
30,4,maltese1,maltese,female,409,malta
74,6,maltese2,maltese,female,1359,malta
26,13,mandarin1,mandarin,female,256,china
19,3,mandarin10,mandarin,male,491,china
53,13,mandarin11,mandarin,female,607,taiwan
23,1,mandarin12,mandarin,male,623,singapore
29,13,mandarin13,mandarin,male,685,taiwan
49,20,mandarin14,mandarin,male,719,china
28,11,mandarin15,mandarin,female,746,taiwan
32,10,mandarin16,mandarin,male,750,taiwan
26,13,mandarin17,mandarin,male,796,china
29,13,mandarin18,mandarin,female,872,taiwan
27,13,mandarin19,mandarin,male,916,china
38,14,mandarin2,mandarin,female,257,china
40,12,mandarin20,mandarin,female,931,taiwan
38,9,mandarin21,mandarin,female,984,china
39,11,mandarin22,mandarin,female,1019,china
46,13,mandarin23,mandarin,female,1044,taiwan
21,10,mandarin24,mandarin,female,1089,china
28,13,mandarin25,mandarin,female,1125,china
31,12,mandarin26,mandarin,female,1141,china
18,15,mandarin27,mandarin,male,1154,china
45,15,mandarin28,mandarin,male,1447,china
24,4,mandarin29,mandarin,male,1490,china
43,10,mandarin3,mandarin,male,258,china
27,13,mandarin30,mandarin,male,1491,taiwan
26,13,mandarin31,mandarin,female,1519,china
23,12,mandarin32,mandarin,female,1527,taiwan
25,6,mandarin33,mandarin,male,1541,china
31,13,mandarin34,mandarin,female,1578,china
27,12,mandarin35,mandarin,female,1579,china
32,10,mandarin36,mandarin,female,1580,china
